,label,portion_info,energy,protein,total_fat,carbs,fibre,sodium,portion_size
2448,"Oil, sunflower",Tablespoon (15g),132.78,0,15,0,0,0,15
2449,"Oil, sunflower and olive blend",Tablespoon (14g),115.78,0,12.87,0,0,0,14
2450,"Oil, thyme",Tablespoon (15g),133.65,0,14.85,0,0,0.15,15
2451,Okonomiyaki,1 portion (323g),470.61,20.35,25.16,40.7,8.72,1456.73,323
2452,Okra in shrimp paste,Plate-16cm (117g),149.05,2.93,11.47,8.42,5.5,773.37,117
2453,Okra tempura,Piece (23g),55.43,0.71,4.53,2.92,0.67,6.9,23
2454,"Okra, boiled",Whole (10.6g),2.33,0.2,0.02,0.48,0.27,0.64,10.6
2455,"Okra, raw",Whole (13.2g),3.65,0.2,0.01,0.69,0.38,3.52,13.2
2456,"Okra, stuffed with mackerel (Malay)",Bowl-soup (16 and 1/2 cm) (196.94g),177.25,7.68,14.97,2.7,2.8,409.24,196.94
2457,Olive Fried Rice,1 portion (412g),766.32,16.48,25.01,118.66,13.6,1380.2,412
2458,"Olive, black",Piece (5.4g),9.35,0.06,1,0.03,0.1,2.16,5.4
2459,"Olive, preserved",Piece (17g),33.85,0.06,0.04,8.35,1.72,63.31,17
2460,Omelet,1 portion (24g),39.69,2.93,3.14,0,0,34.8,24
2461,"Omelette with long beans, minced pork and prawn",Plate-16cm (101.6g),208.19,11.88,17.59,0.6,2,688.85,101.6
2462,Omelette with onion,Bowl-soup (16 and 1/2 cm) (248g),674.56,20.58,58.28,16.86,5.95,1230.08,248
2463,Omelette with prawn and green onion,Plate-23cm (181g),637.66,24.22,59.97,0.27,0,330.69,181
2464,"Omelette, oyster",1 portion (262g),668.1,18.6,51.09,33.54,-2.62,772.9,262
2465,"Omelette, plain",1 portion (24g),39.69,2.93,3.14,0,0,34.8,24
2466,"Omelette, with sharksfin, crabmeat, beansprouts",Plate-20cm (331g),625.59,35.38,51.93,4.17,0,495.18,331
2467,"Omelette, yolk free egg mix, pan fried in butter",1 portion (120g),205.35,12.72,15.36,4.68,0,226.8,120
2468,Omurice,Plate-20cm (340g),540.26,22.1,17.03,74.63,14.76,748.68,340
2469,Onde onde,Piece (50g),136,1.35,5,22.25,1.25,38,50
2470,Ongol ubi,Piece (76g),123.88,0.67,3.99,21.33,2.9,81.78,76
2471,Onigiri,1 serving (99g),90.1,7,0.5,14,3,260,99
2472,Onion bhaji,Piece (148g),486.92,13.91,29.16,42.33,3.26,646.76,148
2473,Onion omelette,Plate-20cm (191g),448.28,16.62,38.01,9.93,0.96,911.07,191
2474,Onion powder,Teaspoon (2.4g),8.33,0.24,0.02,1.94,0.14,1.3,2.4
2475,Onion prata,Piece (127g),303.53,11.18,14.1,33.15,3.94,429.26,127
2476,Onion rings,Packet (96g),318.72,3.84,17.94,33.12,3.11,461.76,96
2477,"Onion rings, large,  Burger King",Packet (144g),478.08,5.76,26.91,49.75,4.59,692.64,144
2478,"Onion rings, medium,  Burger King",Packet (96g),318.72,3.84,17.94,33.12,3.11,461.76,96
2479,"Onion rings, small, Burger King",Packet (54g),179.28,2.16,10.09,18.67,1.71,259.74,54
2480,Onion soup,Cup (250g),16.13,1,0,3,0,875,250
2481,"Onion, large, raw, peeled",Whole (177g),53.77,3.01,0.18,8.14,3.72,19.47,177
2482,"Onion, shallot, raw, peeled",Whole (13g),8.06,0.16,0,1.86,0.08,1.56,13
2483,"Onion, small, pickled",Whole (8.4g),6.72,0.04,0.01,1.62,0.11,18.65,8.4
2484,Opor Ayam,100g,163,16,8,5,1,219,100
2485,Orange,Whole (150g),46.48,1.11,0.11,8.88,2.66,3.33,150
2486,Orange and mango juice drink,Cup (263g),117.04,0.53,0,29.72,0.26,5.26,263
2487,"Orange flavour drink, breakfast type, fortified, powder",Teaspoon (24g),92.64,0.02,0.02,23.69,0,4.08,24
2488,Orange flavoured soft drink,Can (330g),165.79,0,0,42.9,0,46.2,330
2489,Orange juice,Glass (250ml) (250g),97.5,1.75,0,22.75,0.25,2.5,250
2490,"Orange juice, fortified with calcium",Glass (250ml) (250g),97.5,1.5,0,23,1,10,250
2491,"Orange juice, frozen concentrate, unsweetened, undiluted",Cup (284g),451.56,6.82,0.57,108.49,2.27,8.52,284
2492,"Orange juice, home squeezed",Cup (250g),82.5,1.25,0.25,18.25,0.5,15,250
2493,"Orange, navel, washington, raw",Whole (158g),52.97,1.34,0.12,9.73,3.41,3.65,158
2494,"Orange, peel, dried",Packet (15g),41.69,1.2,0.21,8.75,3.11,3.15,15
2495,"Orange, valencia, raw",Whole (235g),61.47,1.5,0.17,11.51,3.84,3.34,235
2496,"Oregano, dried",Tablespoon (4.5g),13.77,0.5,0.46,2.23,1.93,0.68,4.5
2497,"Original Whopper Burger with cheese, Burger King",Whole (340g),850,37.4,52.12,53.38,3.4,1394,340
2498,"Original Whopper Burger, Burger King",Whole (327g),761.91,35.97,41.99,54.77,5.89,958.11,327
2499,"Original Whopper Junior Burger with Cheese, Burger King",Whole (185g),462.5,20.35,28.36,29.05,1.85,775.15,185
2500,"Original Whopper Junior Burger, Burger King",Whole (180g),419.4,19.8,23.11,30.15,3.24,558,180
2501,"Original yoghurt, small, no topping",Cup (159g),162.18,5.25,2.43,29.89,0.48,86.02,159
2502,"Ostrich meat, boiled, unspecified cut",1 portion (163g),254.28,52.98,3.91,1.47,0,52.16,163
2503,"Ostrich meat, raw, unspecified cut",1 portion (271g),265.58,55.01,4.07,2.17,0,205.96,271
2504,"Ostrich, loin, raw",1 portion (90g),110.7,19.89,2.88,0,0,77.4,90
2505,Otak,Piece (29g),28.42,1.68,1.86,1.22,0.81,202.71,29
2506,"Otak, shrimp",Piece (40g),62.72,4.02,3.34,4.15,0.38,210.88,40
2507,"Otak, sotong",Piece (32g),55.68,3.84,3.39,2.5,0.54,188.16,32
2508,Ovaltine powder,Tablespoon (8g),25.37,0.92,0.23,5.07,0,13.6,8
2509,"Oven Roasted Chicken Breast Salad, Subway",Bowl-dessert (15 cm) (358g),136.04,17.9,2.61,10.99,4.01,282.82,358
2510,"Ox, heart",Whole (328g),396.67,62.32,16.4,0,0,91.84,328
2511,"Ox, kidney",Cup (256g),227.61,40.96,6.91,0,0,430.08,256
2512,"Ox, liver",Cup (283g),376.07,59.43,10.75,10.19,0,65.09,283
2513,"Ox, lung",Piece (56g),43.1,8.79,0.06,1.79,0,63.84,56
2514,"Ox, maw",Slice (1179g),1473.75,338.37,12.97,0,0,601.29,1179
2515,"Ox, tail, raw",Piece (120.86g),186.12,10.51,16.2,0,0,49.55,120.86
2516,"Ox, tail, simmered",Piece (78g),156.98,9.82,13.26,0,0,23.98,78
2517,Oyakodon,1 portion (592g),799.2,47.36,22.02,103.01,2.96,1675.36,592
2518,"Oyster dinner, Long John Silver's",Plate-23cm (1g),2.2,0.05,0.13,0.22,0,2.12,1
2519,Oyster mee sua,Bowl-soup (16 and 1/2 cm) (467g),186.8,11.68,4.06,26.15,2.8,1606.48,467
2520,Oyster omelette,1 portion (262g),668.1,18.6,51.09,33.54,-2.62,772.9,262
2521,"Oyster pancake, foo chow style",Piece (75g),233.25,6.9,15.98,15.53,1.13,354,75
2522,Oyster sauce,Dessertspoon (7g),4.9,0.16,0.01,1.03,0,270.9,7
2523,Oyster sauce (HCS),Tablespoon (15g),12.3,0.41,0,2.67,0.02,395.55,15
2524,"Oyster sauce, vegetarian",Bottle (443g),540.46,9.75,0.44,124.48,4.43,14858.22,443
2525,"Oyster, dried",Whole (4g),14.2,1.91,0.37,0.8,0,31.16,4
2526,"Oyster, extract",Bottle (345g),210.45,21.74,0,30.71,0,20458.5,345
2527,"Oyster, smoked, canned in oil, drained",Whole (6g),10.61,1.04,0.72,0.42,0,23.46,6
2528,Oysters,Whole (27g),3.52,0.58,0.12,0.03,0,15.07,27
2529,Paal kova,Piece (37g),160.95,2.7,5.66,24.75,0.41,29.97,37
2530,Pacific low sodium organic free range chicken broth,Tablespoon (15g),0.63,0.12,0,0.06,0,4.38,15
2531,"Packing liquid, artificially sweetened",Cup (260g),62.76,0.52,0,14.82,0,7.8,260
2532,"Packing liquid, pear juice",Cup (260g),111.85,1.04,0,27.04,0,18.2,260
2533,Packing syrup,Cup (260g),128.75,0.52,0,30.16,0.52,7.8,260
2534,"Packing syrup, heavy",Cup (270g),217.03,0.54,0,54.81,0,5.4,270
2535,pad thai,Plate-20cm (404g),844.36,39.19,45.65,66.26,7.68,2464.4,404
2536,Paella,1 portion (617g),684.87,37.64,23.75,80.21,17.28,2616.08,617
2537,"Painted sweetlip, raw",Piece (218g),77.8,18.56,0.19,0.47,0,78.74,218
2538,"Pak kei, dried",Slice (3g),7.35,0.4,0.04,1.45,0.81,1.02,3
2539,Pak tong koh,Slice (60g),100.2,0.84,0.24,23.64,0.24,28.2,60
2540,"Palm, seed, preserved",Bowl-soup (16 and 1/2 cm) (574g),596.96,0.75,1.44,145.23,13.66,223.29,574
2541,Pan fried tapioca cake,Plate-20cm (147g),370.73,1.66,10.16,68.18,3.75,45.57,147
2542,"Pan pizza, crust only",Slice (50g),158,3.95,4.9,24.5,1.35,179,50
2543,Pan-fried turnip cake,Piece (23g),61.64,0.71,3.73,6.35,0.41,139.61,23
2544,Pancake,Piece (80g),182.78,6.32,6.24,24.56,1.52,73.6,80
2545,"Pandan bread, enriched",Slice (28g),74.76,3.39,0.9,13.27,0.9,94.64,28
2546,Pandan chiffon cake,Slice (41g),135.26,3.32,7.01,14.72,0.9,74.21,41
2548,Paneer pakora,Bowl-soup (16 and 1/2 cm) (63g),182.7,7.88,13.42,7.69,2.14,125.37,63
2549,Panna cotta,1 serving (100g),240,3,14,25,0,35,100
2550,Papa alfredo bolognese italian pasta sauce vegetarian,Tablespoon (15g),10.5,0.56,0.44,1.49,0.45,25.2,15
2551,Papadum,Piece (6g),30.46,0.89,2.15,1.89,0.44,125.1,6
2552,"Papadum, raw",Piece (6g),22.26,1.53,0.2,2.48,1.12,104.7,6
2553,papaya,Slice (225g),76.43,0.9,0.23,15.53,5.18,15.75,225
2554,Papaya juice,Cup (385g),80.85,1.54,0.15,18.1,2.7,42.35,385
2555,Papaya milkshake,Glass (250ml) (350g),112,3.5,4.9,13.3,2.1,38.5,350
2556,"Papaya shoots, raw",Cup (27.66g),1.86,0.65,0.05,0.95,0.12,0.35,27.66
2558,"Papaya, exotica, Hawaii",1 portion (252g),148.77,2.52,0.25,34.02,2.02,5.04,252
2559,Paper thosai,1 portion (50g),152.5,3.2,5.4,22.9,1.35,218.5,50
2560,Paper wrapped chicken,1 portion (90g),173.05,15.94,11.42,1.78,0,342.68,90
2561,"Paprika, oleoresin",Tablespoon (6.9g),5.67,0,0.68,0,0,0.69,6.9
2562,"Paprika, powder",Tablespoon (6.9g),19.94,1.02,0.89,3.85,1.44,2.34,6.9
2563,Parathas,Piece (46.4g),137.34,3.43,5.15,19.3,1.86,178.18,46.4
2564,parfait,Cup (345g),376.05,8.63,10.38,62.45,2.76,221.49,345
2565,"Parsley, Chinese, fresh",Whole (2g),0.5,0.03,0.01,0.08,0.02,0.44,2
2566,"Parsley, dried",Teaspoon (.5g),1.46,0.13,0.03,0.12,0.13,2.26,0.5
2567,Paru goreng,Plate-16cm (49g),120.39,12.99,7.6,0,0,258.23,49
2568,Passion fruit,Whole (medium) (35g),17.65,0.4,0.13,4.26,1.89,5.1,35
2569,"Pasta, egg, boiled, without salt",Cup (200g),287.56,11.4,1.2,54.8,3.8,6,200
2570,"Pasta, egg, dried, raw",Cup (45g),159.22,5.72,0.68,31.41,1.17,5.85,45
2571,"Pasta, marinara",Cup (230g),319.7,21.85,11.04,30.59,4.37,604.9,230
2572,"Pasta, spinach, boiled, without salt",Cup (200g),265.08,7.6,0.8,54.6,2.8,30,200
2573,"Pasta, spinach, dried, raw",Strand/Strips (35g),127.69,4.17,0.46,25.59,1.54,13.3,35
2574,"Pasta, white, boiled",Cup (220g),307.36,9.24,0.66,62.48,4.62,6.6,220
2575,"Pasta, white, dried",Cup (100g),334.44,10,1.4,67.6,3.2,5,100
2576,"Pasta, wholemeal, boiled",Cup (375g),489.36,21.75,3,92.25,21.38,18.75,375
2577,"Pasta, wholemeal, dried",Cup (144g),458.43,18.58,3.17,87.26,16.56,15.84,144
2578,"Paste, black sesame, commercial",Bottle (385g),365.75,5.01,12.32,58.91,2.31,3.85,385
2579,"Paste, buah keluak",Bottle (232g),361.92,11.6,25.75,21.34,14.38,6762.8,232
2580,"Paste, chicken rice (HCS)",Packet (200g),458,7,35,28.6,3,3646,200
2581,"Paste, curry, commercial",Packet (373.63g),379.27,19.43,18.01,34.86,36.91,4863.84,373.63
2582,"Paste, hainanese chicken rice",Bottle (203g),714.56,7.11,62.32,31.26,3.25,8696.52,203
2583,"Paste, hot szechuan",Bottle (191g),255.94,8.21,13.75,24.83,8.21,20532.5,191
2584,"Paste, laksa, commercial",Bottle (270g),982.8,27.81,85.05,26.19,8.1,6169.5,270
2585,"Paste, mee rebus",Bottle (225g),821.25,25.65,69.08,24.75,11.25,8550,225
2586,"Paste, mee siam, commercial",Bottle (365g),938.05,8.03,54.75,103.66,0.37,9760.1,365
2587,"Paste, plum",Tablespoon (19g),46.17,0.49,0.11,10.64,1.5,0.76,19
2588,"Paste, rendang",Bottle (201g),828.12,9.65,86.03,4.02,4.22,7045.05,201
2589,"Paste, tomato, with salt added",Cup (262g),214.84,9.62,1.44,50.57,10.74,2069.8,262
2590,"Paste, tomato, without salt added",Tablespoon (16.4g),13.45,0.6,0.09,3.17,0.67,14.43,16.4
2591,"Pastry, puff, commercial, raw",Sheet (170g),615.97,9.35,37.91,59.84,2.72,741.2,170
2592,"Pastry, red bean, sweet",Whole (46.75g),213.65,3.18,12.01,23.23,0.61,8.88,46.75
2593,"Pastry, shortcrust, commercial, baked",Whole (155g),757.59,11.16,46.5,74.25,3.1,709.9,155
2594,"Pastry, shortcrust, commercial, raw",Sheet (180g),745.98,10.62,45.72,73.8,3.96,705.6,180
2595,"Pastry, snow white",Piece (22g),75.46,0.75,0.11,17.89,0.07,46.42,22
2596,Pate de foie,Whole (35g),96.63,5.74,7.98,0.42,0.49,312.9,35
2597,Payasam,Bowl-soup (16 and 1/2 cm) (507.5g),550.68,8.12,0.51,127.89,30.96,0.01,507.5
2598,Pea pilaf,Plate-23cm (361g),555.94,13,11.19,100.72,10.83,646.19,361
2599,"Pea shoot, raw",1 portion (90g),33.3,5.58,0.36,1.98,1.62,9,90
2600,Peach,Whole (138g),57.94,0.12,0.12,10.81,2.86,2.48,138
2601,"Peach, canned artificially in sweetened liquid",Cup (250g),68.78,1.25,0,13.25,3.25,10,250
2603,"Peach, canned in pear juice, drained",Cup (210g),99.48,1.68,0.21,17.64,4.41,14.7,210
2604,"Peached Puree, Frozen",Can (435g),191.4,3.92,0,42.2,7.83,134.85,435
2605,"Peaches, dried, sulfured, uncooked",Cup (160g),382.4,5.78,1.22,85.01,13.12,11.2,160
2606,Peanut and pork porridge,Bowl-soup (16 and 1/2 cm) (550g),398.75,22.72,18.21,36.08,2.7,727.65,550
2607,Peanut and sweet corn dessert,Bowl-soup (16 and 1/2 cm) (209g),177.65,4.18,7.32,23.62,1.88,179.74,209
2608,Peanut butter,Tablespoon (25g),150,6.53,12.1,3.8,1.45,106.25,25
2609,"Peanut Butter Cookies, Subway",Whole (45g),220.05,4.05,12,26,1,199.8,45
2610,"Peanut butter, sweetened, unsalted",Tablespoon (25g),160.11,6.28,13.18,3.78,1.55,0.25,25
2611,"Peanut butter, unsalted, unsweetened",Tablespoon (25g),159.15,6.28,13.18,3.53,1.55,0.25,25
2612,Peanut cake,Piece (12g),56.76,1.81,3.24,5.1,0.41,0.72,12
2613,Peanut kueh tutu,Piece (25g),80.19,1.88,1.85,13.93,0.35,0.75,25
2614,Peanut mee chang kueh,Piece (120g),308.4,8.76,6,54.72,4.08,253.2,120
2615,Peanut puff,Piece (7g),38.64,0.74,2.39,3.55,0.18,3.71,7
2616,Peanut soup,Bowl-rice (11and 1/2 cm) (202g),254.52,6.67,18.38,15.55,4.04,48.48,202
2617,"Peanut with shell, steamed",Packet (148g),510.6,18.8,42.03,14.36,6.81,694.12,148
2618,"Peanut, battered, deep fried",Plate-16cm (88g),418,13.38,17.95,50.78,2.82,457.6,88
2619,"Peanut, braised",Plate-16cm (162g),396.9,19.6,31.91,7.94,8.75,876.42,162
2620,"Peanut, chocolate coated",Packet (205g),1043.47,35.26,63.35,83.03,9.64,170.15,205
2621,"Peanut, coated with flour, deep-fried",1 portion (50g),290.5,10.6,20.05,16.85,2.95,283.5,50
2622,"Peanut, coated with sugar",Cup (156g),880.62,28.19,66.27,42.85,7.72,92.04,156
2623,"Peanut, raw, with skin",Cup (155g),643.17,27.95,53.29,10.07,9.28,1.13,155
2624,Peanuts with pork ribs soup,Bowl-soup (16 and 1/2 cm) (436g),361.89,37.94,20.75,4.35,1.7,1127.41,436
2625,Pear,Whole (150g),81.48,0.39,0,13.42,4.39,2.58,150
2626,"Pear, brown, raw with peel",Whole (150g),81.48,0.39,0,13.42,4.39,2.58,150
2627,"Pear, canned in pear juice",One half (55g),25.53,0.28,0,4.79,0.94,3.3,55
2628,"Pear, canned in pear juice, drained",One half (55g),26.32,0.33,0,4.73,1.54,3.3,55
2629,"Pear, canned in syrup",One half (95g),63.18,0.38,0,13.4,1.81,2.85,95
2630,"Pear, canned in syrup, drained",One half (55g),37.1,0.33,0,7.54,1.65,1.65,55
2631,"Pear, green, peeled",Piece (245g),60.27,0.6,0,14.46,3.01,6.03,245
2632,"Pear, green, raw with peel",Whole (235g),83.77,0.63,0,20.3,7.61,4.23,235
2633,"Pear, prickly, raw, peeled",Whole (86g),32.74,0.27,0.2,5.9,3.09,0.67,86
2634,"Pear, yellow/brown, peeled",Whole (big) (260g),58.97,0.42,0,14.32,2.95,4.21,260
2635,"Peas, garden, fresh",Cup (157g),74.58,10.74,0.89,5.82,1.49,1.49,157
2636,"Peas, green, battered, deep fried",Cup (106g),378.53,17.1,12.24,49.98,17.99,550.99,106
2637,"Peas, green, canned, drained",Cup (175g),128.52,9.45,0.88,14.88,12.25,402.5,175
2638,"Peas, green, frozen",Cup (160g),80.3,9.28,0.64,9.28,9.28,4.8,160
2639,"Peas, green, unbattered, deep fried",Cup (142g),512.9,28.49,19.6,55.64,35.56,832.4,142
2640,"Peas, salted, fried in blended oil",Cup (112g),529.75,15.46,23.74,63.62,4.93,403.2,112
2641,Pecan nut,Cup (110g),383.36,5.28,38.75,2.64,4.53,1.62,110
2642,Pectin,Tablespoon (10g),34.7,0.1,0,2.2,4.84,78.8,10
2643,Peking duck with thin pancake,Plate-23cm (30g),142.8,3,9.21,11.97,0.39,149.1,30
2646,Penang fried kway teow,Plate-23cm (300g),612,14.4,30,71.4,3.9,1476,300
2647,Penang laksa,Bowl-soup (16 and 1/2 cm) (629g),381.08,20.62,4.47,64.55,3.71,3352.98,629
2648,Penang prawn noodle,Bowl-soup (16 and 1/2 cm) (685g),527.45,32.88,8.91,70.56,5.48,2144.05,685
2649,Pengat Pisang,100g,107,0.7,2.1,20,2.4,147,100
2651,"Pepper, black",Tablespoon (6.9g),17.32,0.72,0.22,2.67,1.75,1.38,6.9
2652,"Pepper, white, powder",Teaspoon (3g),10.71,0.29,0.07,2.24,0.07,0.15,3
2653,Pepperoni,1 portion (16g),76.32,2.93,7.15,0.11,0,294.88,16
2654,"Peppers, capsicum, yellow",Whole (medium) (160g),30.98,1.27,0.42,7.04,1.27,42.24,160
2655,"Peppers, green, capsicum, raw",Slice (22g),4.26,0.23,0.04,0.74,0.37,2.32,22
2656,"Peratal, chicken",Bowl-soup (16 and 1/2 cm) (363g),468.27,36.3,29.04,15.97,11.98,965.58,363
2657,"Perch, climbing, raw",Whole (170g),107.46,13.38,5.99,0.07,0,18.28,170
2658,"Perch, giant sea, raw",Slice (69g),25.2,5.92,0.03,0.3,0,23.07,69
2659,"Persimmon, dried",Whole (117g),282.59,2.16,0.57,67.19,2.95,7.94,117
2660,"Persimmon, raw",Whole (medium) (189g),121,1.28,0.73,27.5,3.67,14.67,189
2661,Petai,Cup (120g),55.06,4.44,0.8,7.5,0.98,4.88,120
2662,Pha Naeng curry,100g,204,14.7,13.3,5.8,1.3,326,100
2663,Pho,Bowl-soup (16 and 1/2 cm) (790g),355.5,22.12,4.98,56.09,3.95,2204.1,790
2664,"Pickle relish, hamburger",Tablespoon (40g),51.6,0.24,0.2,13.8,1.28,438.4,40
2665,"Pickle relish, sweet",Tablespoon (15g),19.5,0.06,0.08,5.27,0.17,121.65,15
2666,"Pickle, relish, hot dog",Tablespoon (15g),13.65,0.23,0.07,3.28,0.23,163.65,15
2667,Picnic ham,Slice (29g),27.84,3.48,1.39,0.32,0,334.66,29
2668,Pietee,Piece (37.1g),88.23,1.67,6.08,6.6,0.82,121.69,37.1
2669,Pig organ soup,Bowl-soup (16 and 1/2 cm) (444g),160.24,22.2,5.77,4.88,1.33,1545.12,444
2670,"Pig, ear, vegetarian, braised",Plate-20cm (104g),83.2,11.75,2.08,4.26,1.98,318.24,104
2671,"Pig, pancreas, cooked",Piece (20g),43.83,5.7,2.16,0,0,8.4,20
2672,"Pig, pancreas, raw",1 portion (75g),149.25,13.95,9.9,0,0,33,75
2673,"Pig, skin, raw",Gram (1g),4.98,0.12,0.45,0.03,0,0.72,1
2674,"Pig, tail, cooked, simmered",1 portion (110.3g),296.68,12.75,26.85,0,0,272.26,110.3
2675,"Pig, tail, raw",1 portion (128.6g),340.16,16.02,30.16,0,0,90.92,128.6
2676,"Pig, trotter, cooked",Piece (64g),71.55,6.49,4.68,0.88,0,99.9,64
2677,"Pig, trotter, raw",Piece (60.88g),97.16,8.26,7.31,0,0,36.89,60.88
2678,"Pig's brain, steamed",Plate-16cm (114.81g),168.77,12.17,12.06,2.99,1.95,858.78,114.81
2679,"Pig's heart, boiled",Piece (12.44g),18.41,2.94,0.63,0.05,0,4.35,12.44
2680,"Pig's kidney, boiled",Piece (11.33g),17.11,2.88,0.53,0,0,9.06,11.33
2681,Pig's liver soup,Bowl-soup (16 and 1/2 cm) (463g),171.31,26.85,6.48,1.39,1.39,1342.7,463
2682,Pig's liver with ginger and spring onion,Plate-20cm (262g),444.6,32.49,28.03,15.2,0.26,1241.88,262
2683,Pig's stomach soup,Bowl-rice (11and 1/2 cm) (312.94g),93.88,16.62,2.88,0.38,0.53,630.57,312.94
2684,"Pig's trotter, in vinegar",Bowl-soup (16 and 1/2 cm) (1305.77g),1327.32,66.99,58.3,131.49,8.68,1314.91,1305.77
2685,"Pig's, blood, raw",Piece (67.11g),36.89,8.19,0.2,0.6,0,37.58,67.11
2686,"Pig's, brain, raw",Whole (89.33g),117,9.65,8.75,0,0,116.13,89.33
2687,"Pig's, ear, raw, frozen",1 portion (113g),264.42,25.37,17.06,0.68,0,215.83,113
2688,"Pig's, heart, raw",Whole (298g),354.69,49.47,15.79,3.28,0,211.58,298
2689,"Pig's, kidney, raw",Whole (133.56g),119.34,19.13,3.97,1.74,0,166.69,133.56
2690,"Pig's, large intestine, raw",Piece (12g),22.92,0.83,2.24,0,0,13.92,12
2691,"Pig's, lung, raw",Piece (101g),82.19,11.95,3.82,0.1,0,79.36,101
2692,"Pig's, skin, dried, fried",Piece (3g),18.55,1.54,1.38,0,0,2.17,3
2693,"Pig's, stomach, raw",Piece (10.22g),10.79,1.49,0.5,0.07,0,7.37,10.22
2694,"Pig's, tongue, raw",Gram (1g),2.25,0.16,0.17,0,0,1.1,1
2695,"Pigeon, raw, lean and skin",Whole (258g),210,17.88,15.39,0,0,69.35,258
2696,"Pikelet, home-prepared, cooked",Piece (25g),69.38,1.88,1.48,11.98,0.43,117.5,25
2697,Pilaf,Plate-23cm (361g),555.94,13,11.19,100.72,10.83,646.19,361
2698,Pineapple,Slice (140g),59.61,0.84,0.28,11.48,2.52,2.8,140
2699,Pineapple fried rice,Plate-23cm (300g),558,16.8,18.3,81.6,7.5,1749,300
2700,Pineapple tart,Piece (20g),93.2,1.18,3.56,14.1,0.46,58.2,20
2702,"Pineapple, canned in apple juice",Slice (70g),31.28,0.35,0,7.28,0.56,2.1,70
2703,"Pineapple, canned in heavy syrup, drained",Cup (200g),165.08,0.4,0.6,38.8,2.8,4,200
2704,"Pineapple, canned in heavy syrup, with syrup",Cup (270g),232.2,1.62,0,56.97,2.16,2.7,270
2705,"Pineapple, canned in pineapple juice, drained",Slice (40g),19.71,0.2,0.04,4.2,0.76,1.6,40
2706,"Pineapple, honey, raw",Whole (869g),443.19,4.35,0,106.02,17.38,17.38,869
2707,"Pineapple, raw, flesh only",Slice (140g),59.61,0.84,0.28,11.48,2.52,2.8,140
2708,"Pineapple, sarawak, raw",Slice (95g),48.45,0.57,0.1,11.31,1.24,10.45,95
2709,"Pineapple, spicy (Malay)",Plate-16cm (120.5g),104.84,0.96,6.63,10.51,1.43,300.53,120.5
2710,Pizza,Slice (100g),223,12.19,5.1,32.54,1.85,533,100
2711,Pizza bun,Piece (89g),212.35,8.68,8.5,25.28,2.36,460.22,89
2712,Pizza toast,Slice (58g),157.18,3.25,3.25,30.74,2.2,571.88,58
2713,"Pizza, ham and pineapple, frozen, baked",Whole (medium) (200g),526.8,26.6,22.4,51.8,5.2,1438,200
2714,"Pizza, pan, cheese, Pizza Hut",Slice (100g),223,12.19,5.1,32.54,1.85,533,100
2715,"Pizza, pan, pepperoni, Pizza Hut",Slice (95g),271.7,11.59,11.59,30.02,2.95,620.35,95
2716,"Pizza, pan, supreme, Pizza Hut",Slice (130g),297.28,14.34,14.34,26.78,2.87,730.29,130
2717,"Pizza, pepperoni topping, regular crust",Slice (108g),298.08,13.32,12.13,32.4,1.62,682.56,108
2718,"Pizza, personal pan, supreme, Pizza Hut",Slice (270g),623.7,27,33.48,53.73,4.94,1236.6,270
2719,"Pizza, thin n crispy, cheese, Pizza Hut",Slice (75g),213,12.15,9.15,21.3,2.03,537,75
2721,"Pizza, thin n crispy, super supreme, Pizza Hut",Slice (100g),246,13.2,11.4,22.8,3.5,711,100
2722,"Pizza, thin n crispy, supreme, Pizza Hut",Slice (100g),258,13.5,11.5,25,3.1,740,100
2723,"Pizza, tomato and cheese",Slice (58g),157.18,3.25,3.25,30.74,2.2,571.88,58
2724,Plain aglio aglio,Plate-23cm (266g),340.48,13.3,10.4,48.68,3.99,798,266
2725,Plain crackers,1 portion (28g),127.12,2.66,4.79,18.37,0.48,150.36,28
2726,Plain Pesto Pasta,Plate-23cm (314g),580.9,18.84,32.97,51.81,3.77,1033.06,314
2727,Plain porridge,Bowl-soup (16 and 1/2 cm) (546g),207.48,6.55,1.64,42.04,2.18,382.2,546
2728,Plain roti prata,Piece (60g),162.6,5.1,7.14,19.5,1.32,260.4,60
2729,Plain waffle,Piece (95g),352.45,6.37,15.11,47.88,1.71,120.65,95
2730,Plum,Whole (80g),29.77,0.46,0.08,4.99,1.54,1.54,80
2732,"Plum, red flesh, raw",Whole (74g),26.32,0.43,0.07,5.33,1.21,1.42,74
2733,"Plum, yellow flesh, raw",Whole (49g),14.28,0.24,0.05,2.87,0.8,0.47,49
2734,"Plums, dried (prunes), uncooked",Piece (10.9g),22.76,0.21,0.04,6.06,0.67,0.19,10.9
2735,"Poke bowl, salmon",Plate-23cm (438g),604.44,26.28,35.39,44.68,6.13,1248.3,438
2736,"Poke bowl, tuna",Plate-23cm (405g),498.15,29.97,19.97,49.82,7.29,1202.85,405
