food_id|attribute|value
DP040|Fosfor (P)| : 230 mg
DP040|Besi (Fe)| : 2.9 mg
DP040|Natrium (Na)| : 3 mg
DP040|Kalium (K)| : 156.0 mg
DP040|Tembaga (Cu)| : 0.10 mg
DP040|Seng (Zn)| : 0.7 mg
DP040|Thiamin (Vit. B1)| : 0.30 mg
DP040|Riboflavin (Vit. B2)| : 0.00 mg
ER052|food_name|Lemon, fresh
ER052|food_group|Fruits
ER052|food_type|Raw
ER052|base_weight|100 g
ER052|base_weight_edible|Edible weight 100 %
ER052|Air (Water)| : 92.2 g
ER052|Energi (Energy)| : 34 Kal
ER052|Protein (Protein)| : 0.5 g
ER052|Lemak (Fat)| : 0.8 g
ER052|Karbohidrat (CHO)| : 6.2 g
ER052|Serat (Fibre)| : 0.1 g
ER052|Abu (ASH)| : 0.3 g
ER052|Kalsium (Ca)| : 23 mg
ER052|Fosfor (P)| : 20 mg
ER052|Besi (Fe)| : 0.3 mg
ER052|Natrium (Na)| : 31 mg
ER052|Kalium (K)| : 140.0 mg
ER052|Tembaga (Cu)| : 0.10 mg
ER052|Seng (Zn)| : 0.2 mg
ER052|Beta-Karoten (Carotenes)| : 0 mcg
ER052|Thiamin (Vit. B1)| : 0.09 mg
ER052|Riboflavin (Vit. B2)| : 0.12 mg
ER052|Niasin (Niacin)| : 0.3 mg
ER052|Vitamin C (Vit. C)| : 50 mg
EP006|food_name|Lempog durian
EP006|food_group|Fruits
EP006|food_type|Processed/Products
EP006|base_weight|100 g
EP006|base_weight_edible|Edible weight 100 %
EP006|Air (Water)| : 25.2 g
EP006|Energi (Energy)| : 320 Kal
EP006|Protein (Protein)| : 3.5 g
EP006|Lemak (Fat)| : 5.7 g
EP006|Karbohidrat (CHO)| : 63.7 g
EP006|Serat (Fibre)| : 4.9 g
EP006|Abu (ASH)| : 1.9 g
EP006|Kalsium (Ca)| : 190 mg
EP006|Fosfor (P)| : 93 mg
EP006|Besi (Fe)| : 2.5 mg
EP006|Thiamin (Vit. B1)| : 0.05 mg
EP006|Riboflavin (Vit. B2)| : 0.04 mg
CR021|food_name|Lentils, yellow, dried
CR021|food_group|Grains and Legumes
CR021|food_type|Raw
CR021|base_weight|100 g
CR021|base_weight_edible|Edible weight -
CR021|Air (Water)| : 11.7 g
CR021|Energi (Energy)| : 355 Kal
CR021|Protein (Protein)| : 17.0 g
CR021|Lemak (Fat)| : 2.5 g
CR021|Karbohidrat (CHO)| : 66.0 g
CR021|Serat (Fibre)| : 15.1 g
CR021|Abu (ASH)| : 2.8 g
CR021|Kalsium (Ca)| : 140 mg
CR021|Fosfor (P)| : 220 mg
CR021|Besi (Fe)| : 5.8 mg
CR021|Natrium (Na)| : 1 mg
CR021|Kalium (K)| : 0.0 mg
CR021|Tembaga (Cu)| : 0.70 mg
CR021|Seng (Zn)| : 3.2 mg
CR021|Beta-Karoten (Carotenes)| : 58 mcg
CR021|Thiamin (Vit. B1)| : 0.47 mg
CR021|Riboflavin (Vit. B2)| : 0.08 mg
CR021|Niasin (Niacin)| : 1.9 mg
GR070|food_name|Leopard coral grouper, fresh
GR070|food_group|Fish and Other Seafood
GR070|food_type|Raw
GR070|base_weight|100 g
GR070|base_weight_edible|Edible weight 100 %
GR070|Air (Water)| : 74.7 g
GR070|Energi (Energy)| : 100 Kal
GR070|Protein (Protein)| : 13.7 g
GR070|Lemak (Fat)| : 1.5 g
GR070|Karbohidrat (CHO)| : 8.0 g
GR070|Serat (Fibre)| : 0.0 g
GR070|Abu (ASH)| : 2.1 g
GR070|Kalsium (Ca)| : 92 mg
GR070|Fosfor (P)| : 606 mg
GR070|Besi (Fe)| : 1.7 mg
GR070|Natrium (Na)| : 202 mg
GR070|Kalium (K)| : 227.0 mg
GR070|Tembaga (Cu)| : 0.20 mg
GR070|Seng (Zn)| : 1.6 mg
GR070|Retinol (Vit. A)| : 181 mcg
GR070|Beta-Karoten (Carotenes)| : 0 mcg
GR070|Thiamin (Vit. B1)| : 0.35 mg
GR070|Riboflavin (Vit. B2)| : 0.03 mg
GR070|Niasin (Niacin)| : 6.6 mg
GP037|food_name|Leopard coral grouper, salted, raw
GP037|food_group|Fish and Other Seafood
GP037|food_type|Processed/Products
GP037|base_weight|100 g
GP037|base_weight_edible|Edible weight -
GP037|Air (Water)| : 30.0 g
GP037|Energi (Energy)| : 289 Kal
GP037|Protein (Protein)| : 38.0 g
GP037|Lemak (Fat)| : 14.0 g
GP037|Karbohidrat (CHO)| : 0.0 g
GP037|Serat (Fibre)| : 0.0 g
GP037|Abu (ASH)| : 18.0 g
GP037|Kalsium (Ca)| : 40 mg
GP037|Fosfor (P)| : 100 mg
GP037|Besi (Fe)| : 0.7 mg
GP037|Retinol (Vit. A)| : 0 mcg
GP037|Beta-Karoten (Carotenes)| : 0 mcg
GP037|Thiamin (Vit. B1)| : 0.00 mg
GP037|Vitamin C (Vit. C)| : 0 mg
BR017|food_name|Lepok/Nut-grass tuber
BR017|food_group|Starchy Roots & Tubers
BR017|food_type|Raw
BR017|base_weight|100 g
BR017|base_weight_edible|Edible weight 85 %
BR017|Air (Water)| : 55.3 g
BR017|Energi (Energy)| : 181 Kal
BR017|Protein (Protein)| : 2.8 g
BR017|Lemak (Fat)| : 1.2 g
BR017|Karbohidrat (CHO)| : 39.8 g
BR017|Serat (Fibre)| : 10.7 g
BR017|Abu (ASH)| : 0.9 g
BR017|Kalsium (Ca)| : 7 mg
BR017|Fosfor (P)| : 50 mg
BR017|Besi (Fe)| : 3.1 mg
BR017|Natrium (Na)| : 116 mg
BR017|Kalium (K)| : 306.0 mg
BR017|Tembaga (Cu)| : 1.60 mg
BR017|Seng (Zn)| : 0.9 mg
BR017|Retinol (Vit. A)| : 0 mcg
BR017|Beta-Karoten (Carotenes)| : 0 mcg
BR017|Karoten Total (Re)| : 0 mcg
BR017|Thiamin (Vit. B1)| : 0.28 mg
BR017|Riboflavin (Vit. B2)| : 0.05 mg
BR017|Niasin (Niacin)| : 1.5 mg
BR017|Vitamin C (Vit. C)| : 0 mg
BR010|food_name|Lesser yam, tuber, fresh
BR010|food_group|Starchy Roots & Tubers
BR010|food_type|Raw
BR010|base_weight|100 g
BR010|base_weight_edible|Edible weight 85 %
BR010|Air (Water)| : 66.4 g
BR010|Energi (Energy)| : 131 Kal
BR010|Protein (Protein)| : 1.1 g
BR010|Lemak (Fat)| : 0.2 g
BR010|Karbohidrat (CHO)| : 31.3 g
BR010|Serat (Fibre)| : 1.1 g
BR010|Abu (ASH)| : 1.0 g
BR010|Kalsium (Ca)| : 14 mg
BR010|Fosfor (P)| : 56 mg
BR010|Besi (Fe)| : 0.6 mg
BR010|Natrium (Na)| : 10 mg
BR010|Kalium (K)| : 200.0 mg
BR010|Tembaga (Cu)| : 0.20 mg
BR010|Seng (Zn)| : 0.3 mg
BR010|Retinol (Vit. A)| : 0 mcg
BR010|Beta-Karoten (Carotenes)| : 0 mcg
BR010|Karoten Total (Re)| : 0 mcg
BR010|Thiamin (Vit. B1)| : 0.08 mg
BR010|Riboflavin (Vit. B2)| : 0.00 mg
BR010|Niasin (Niacin)| : 0.9 mg
BR010|Vitamin C (Vit. C)| : 4 mg
DP016|food_name|Lettuce, boiled
DP016|food_group|Vegetables
DP016|food_type|Processed/Products
DP016|base_weight|100 g
DP016|base_weight_edible|Edible weight 100 %
DP016|Air (Water)| : 93.5 g
DP016|Energi (Energy)| : 19 Kal
DP016|Protein (Protein)| : 2.7 g
DP016|Lemak (Fat)| : 0.2 g
DP016|Karbohidrat (CHO)| : 2.9 g
DP016|Serat (Fibre)| : 0.7 g
DP016|Abu (ASH)| : 0.7 g
DP016|Kalsium (Ca)| : 83 mg
DP016|Fosfor (P)| : 74 mg
DP016|Besi (Fe)| : 1.4 mg
DP016|Natrium (Na)| : 24 mg
DP016|Kalium (K)| : 160.7 mg
DP016|Tembaga (Cu)| : 0.05 mg
DP016|Seng (Zn)| : 0.2 mg
DP016|Beta-Karoten (Carotenes)| : 2,499 mcg
DP016|Karoten Total (Re)| : 3,700 mcg
DP016|Thiamin (Vit. B1)| : 0.08 mg
DP016|Riboflavin (Vit. B2)| : 0.20 mg
DP016|Niasin (Niacin)| : 0.6 mg
DP016|Vitamin C (Vit. C)| : 27 mg
DR145|food_name|Lettuce, fresh
DR145|food_group|Vegetables
DR145|food_type|Raw
DR145|base_weight|100 g
DR145|base_weight_edible|Edible weight 69 %
DR145|Air (Water)| : 94.8 g
DR145|Energi (Energy)| : 18 Kal
DR145|Protein (Protein)| : 1.2 g
DR145|Lemak (Fat)| : 0.2 g
DR145|Karbohidrat (CHO)| : 2.9 g
DR145|Serat (Fibre)| : 1.8 g
DR145|Abu (ASH)| : 0.9 g
DR145|Kalsium (Ca)| : 22 mg
DR145|Fosfor (P)| : 25 mg
DR145|Besi (Fe)| : 0.5 mg
DR145|Natrium (Na)| : 19 mg
DR145|Kalium (K)| : 186.4 mg
DR145|Tembaga (Cu)| : 0.03 mg
DR145|Seng (Zn)| : 0.2 mg
DR145|Beta-Karoten (Carotenes)| : 1,526 mcg
DR145|Karoten Total (Re)| : 540 mcg
DR145|Thiamin (Vit. B1)| : 0.04 mg
DR145|Riboflavin (Vit. B2)| : 0.13 mg
DR145|Niasin (Niacin)| : 0.4 mg
DR145|Vitamin C (Vit. C)| : 8 mg
DR031|food_name|Lilac tasselflower leaves, fresh
DR031|food_group|Vegetables
DR031|food_type|Raw
DR031|base_weight|100 g
DR031|base_weight_edible|Edible weight 45 %
DR031|Air (Water)| : 91.4 g
DR031|Energi (Energy)| : 27 Kal
DR031|Protein (Protein)| : 2.1 g
DR031|Lemak (Fat)| : 0.7 g
DR031|Karbohidrat (CHO)| : 4.4 g
DR031|Serat (Fibre)| : 2.0 g
DR031|Abu (ASH)| : 1.4 g
DR031|Kalsium (Ca)| : 253 mg
DR031|Fosfor (P)| : 192 mg
DR031|Besi (Fe)| : 9.5 mg
DR031|Retinol (Vit. A)| : 0 mcg
DR031|Karoten Total (Re)| : 5,057 mcg
DR031|Thiamin (Vit. B1)| : 0.01 mg
DR031|Vitamin C (Vit. C)| : 1 mg
DP041|food_name|Lilin bungkus gedi
DP041|food_group|Vegetables
DP041|food_type|Processed/Products
DP041|base_weight|100 g
DP041|base_weight_edible|Edible weight 100 %
DP041|Air (Water)| : 84.8 g
DP041|Energi (Energy)| : 79 Kal
DP041|Protein (Protein)| : 2.3 g
DP041|Lemak (Fat)| : 5.2 g
DP041|Karbohidrat (CHO)| : 5.8 g
DP041|Serat (Fibre)| : 2.5 g
DP041|Abu (ASH)| : 1.9 g
DP041|Kalsium (Ca)| : 170 mg
DP041|Fosfor (P)| : 70 mg
DP041|Besi (Fe)| : 0.9 mg
DP041|Natrium (Na)| : 170 mg
DP041|Kalium (K)| : 50.0 mg
DP041|Tembaga (Cu)| : 0.20 mg
DP041|Seng (Zn)| : 0.8 mg
DP041|Thiamin (Vit. B1)| : 0.20 mg
DP041|Riboflavin (Vit. B2)| : 0.10 mg
DP041|Niasin (Niacin)| : 0.0 mg
DP041|Vitamin C (Vit. C)| : 18 mg
ER040|food_name|Lime, fresh
ER040|food_group|Fruits
ER040|food_type|Raw
ER040|base_weight|100 g
ER040|base_weight_edible|Edible weight 76 %
ER040|Air (Water)| : 88.9 g
ER040|Energi (Energy)| : 44 Kal
ER040|Protein (Protein)| : 0.5 g
ER040|Lemak (Fat)| : 0.2 g
ER040|Karbohidrat (CHO)| : 10.0 g
ER040|Serat (Fibre)| : 0.4 g
ER040|Abu (ASH)| : 0.4 g
ER040|Kalsium (Ca)| : 18 mg
ER040|Fosfor (P)| : 22 mg
ER040|Besi (Fe)| : 0.2 mg
ER040|Natrium (Na)| : 3 mg
ER040|Kalium (K)| : 108.9 mg
ER040|Tembaga (Cu)| : 0.06 mg
ER040|Seng (Zn)| : 0.1 mg
ER040|Beta-Karoten (Carotenes)| : 23 mcg
ER040|Karoten Total (Re)| : 4 mcg
ER040|Thiamin (Vit. B1)| : 0.01 mg
ER040|Riboflavin (Vit. B2)| : 0.03 mg
ER040|Niasin (Niacin)| : 0.2 mg
ER040|Vitamin C (Vit. C)| : 20 mg
DR108|food_name|Little hogweed, fresh
DR108|food_group|Vegetables
DR108|food_type|Raw
DR108|base_weight|100 g
DR108|base_weight_edible|Edible weight 80 %
DR108|Air (Water)| : 93.0 g
DR108|Energi (Energy)| : 26 Kal
DR108|Protein (Protein)| : 1.7 g
DR108|Lemak (Fat)| : 0.4 g
DR108|Karbohidrat (CHO)| : 3.8 g
DR108|Serat (Fibre)| : 1.0 g
DR108|Abu (ASH)| : 1.1 g
DR108|Kalsium (Ca)| : 103 mg
DR108|Fosfor (P)| : 39 mg
DR108|Besi (Fe)| : 3.6 mg
DR108|Natrium (Na)| : 4 mg
DR108|Kalium (K)| : 240.5 mg
DR108|Tembaga (Cu)| : 0.23 mg
DR108|Seng (Zn)| : 0.9 mg
DR108|Beta-Karoten (Carotenes)| : 0 mcg
DR108|Karoten Total (Re)| : 2,550 mcg
DR108|Thiamin (Vit. B1)| : 0.03 mg
DR108|Riboflavin (Vit. B2)| : 0.09 mg
DR108|Niasin (Niacin)| : 0.2 mg
DR108|Vitamin C (Vit. C)| : 25 mg
EP007|food_name|Loka anjoro
EP007|food_group|Fruits
EP007|food_type|Processed/Products
EP007|base_weight|100 g
EP007|base_weight_edible|Edible weight 100 %
EP007|Air (Water)| : 63.3 g
EP007|Energi (Energy)| : 163 Kal
EP007|Protein (Protein)| : 1.1 g
EP007|Lemak (Fat)| : 4.3 g
EP007|Karbohidrat (CHO)| : 30.0 g
EP007|Abu (ASH)| : 1.3 g
DP004|food_name|long beans leaves, boiled
DP004|food_group|Vegetables
DP004|food_type|Processed/Products
DP004|base_weight|100 g
DP004|base_weight_edible|Edible weight 100 %
DP004|Air (Water)| : 87.2 g
DP004|Energi (Energy)| : 40 Kal
DP004|Protein (Protein)| : 3.7 g
DP004|Lemak (Fat)| : 0.3 g
DP004|Karbohidrat (CHO)| : 8.0 g
DP004|Serat (Fibre)| : 1.8 g
DP004|Abu (ASH)| : 0.8 g
DP004|Kalsium (Ca)| : 111 mg
DP004|Fosfor (P)| : 66 mg
DP004|Besi (Fe)| : 3.7 mg
DP004|Natrium (Na)| : 6 mg
DP004|Kalium (K)| : 419.5 mg
DP004|Tembaga (Cu)| : 0.20 mg
DP004|Seng (Zn)| : 0.3 mg
DP004|Retinol (Vit. A)| : 0 mcg
DP004|Beta-Karoten (Carotenes)| : 2,645 mcg
DP004|Karoten Total (Re)| : 5,781 mcg
DP004|Thiamin (Vit. B1)| : 0.15 mg
DP004|Riboflavin (Vit. B2)| : 0.20 mg
DP004|Niasin (Niacin)| : 0.9 mg
DP004|Vitamin C (Vit. C)| : 11 mg
DP019|food_name|Long eggpalnt, steamed
DP019|food_group|Vegetables
DP019|food_type|Processed/Products
DP019|base_weight|100 g
DP019|base_weight_edible|Edible weight 100 %
DP019|Air (Water)| : 92.7 g
DP019|Energi (Energy)| : 23 Kal
DP019|Protein (Protein)| : 1.8 g
DP019|Lemak (Fat)| : 0.1 g
DP019|Karbohidrat (CHO)| : 4.9 g
DP019|Serat (Fibre)| : 0.4 g
DP019|Abu (ASH)| : 0.5 g
DP019|Kalsium (Ca)| : 40 mg
DP019|Fosfor (P)| : 13 mg
DP019|Besi (Fe)| : 0.5 mg
DP019|Natrium (Na)| : 9 mg
DP019|Kalium (K)| : 57.0 mg
DP019|Tembaga (Cu)| : 67.10 mg
DP019|Seng (Zn)| : 0.2 mg
DP019|Retinol (Vit. A)| : 0 mcg
DP019|Beta-Karoten (Carotenes)| : 99 mcg
DP019|Karoten Total (Re)| : 20 mcg
DP019|Thiamin (Vit. B1)| : 0.00 mg
DP019|Riboflavin (Vit. B2)| : 0.07 mg
DP019|Niasin (Niacin)| : 0.7 mg
DP019|Vitamin C (Vit. C)| : 1 mg
DR159|food_name|Long eggplant
DR159|food_group|Vegetables
DR159|food_type|Raw
DR159|base_weight|100 g
DR159|base_weight_edible|Edible weight 100 %
DR159|Air (Water)| : 91.8 g
DR159|Energi (Energy)| : 25 Kal
DR159|Protein (Protein)| : 2.1 g
DR159|Lemak (Fat)| : 0.1 g
DR159|Karbohidrat (CHO)| : 5.3 g
DR159|Serat (Fibre)| : 0.5 g
DR159|Abu (ASH)| : 0.7 g
DR159|Kalsium (Ca)| : 38 mg
DR159|Fosfor (P)| : 24 mg
DR159|Besi (Fe)| : 0.7 mg
DR159|Natrium (Na)| : 9 mg
DR159|Kalium (K)| : 53.7 mg
DR159|Tembaga (Cu)| : 0.09 mg
DR159|Seng (Zn)| : 0.2 mg
DR159|Retinol (Vit. A)| : 0 mcg
DR159|Beta-Karoten (Carotenes)| : 83 mcg
DR159|Karoten Total (Re)| : 24 mcg
DR159|Thiamin (Vit. B1)| : 0.15 mg
DR159|Riboflavin (Vit. B2)| : 0.06 mg
DR159|Niasin (Niacin)| : 0.7 mg
DR159|Vitamin C (Vit. C)| : 8 mg
DR060|food_name|Longgiho fern leaves, fresh
DR060|food_group|Vegetables
DR060|food_type|Raw
DR060|base_weight|100 g
DR060|base_weight_edible|Edible weight 70 %
DR060|Air (Water)| : 89.5 g
DR060|Energi (Energy)| : 54 Kal
DR060|Protein (Protein)| : 2.2 g
DR060|Lemak (Fat)| : 3.6 g
DR060|Karbohidrat (CHO)| : 3.1 g
DR060|Serat (Fibre)| : 2.1 g
DR060|Abu (ASH)| : 1.6 g
DR060|Kalsium (Ca)| : 40 mg
DR060|Fosfor (P)| : 80 mg
DR060|Besi (Fe)| : 0.7 mg
DR060|Natrium (Na)| : 70 mg
DR060|Kalium (K)| : 500.0 mg
DR060|Tembaga (Cu)| : 0.40 mg
DR060|Seng (Zn)| : 0.1 mg
DR060|Beta-Karoten (Carotenes)| : 168 mcg
DR060|Thiamin (Vit. B1)| : 0.40 mg
DR060|Riboflavin (Vit. B2)| : 0.30 mg
DR060|Niasin (Niacin)| : 0.2 mg
DR060|Vitamin C (Vit. C)| : 8 mg
ER007|food_name|Loquat, fresh
ER007|food_group|Fruits
ER007|food_type|Raw
ER007|base_weight|100 g
ER007|base_weight_edible|Edible weight 66 %
ER007|Air (Water)| : 87.1 g
ER007|Energi (Energy)| : 51 Kal
ER007|Protein (Protein)| : 0.3 g
ER007|Lemak (Fat)| : 0.1 g
ER007|Karbohidrat (CHO)| : 12.1 g
ER007|Serat (Fibre)| : 0.7 g
ER007|Abu (ASH)| : 0.5 g
ER007|Kalsium (Ca)| : 220 mg
ER007|Fosfor (P)| : 14 mg
ER007|Besi (Fe)| : 0.8 mg
ER007|Natrium (Na)| : 1 mg
ER007|Kalium (K)| : 258.6 mg
ER007|Tembaga (Cu)| : 0.04 mg
ER007|Seng (Zn)| : 0.0 mg
ER007|Retinol (Vit. A)| : 0 mcg
ER007|Karoten Total (Re)| : 12,256 mcg
ER007|Thiamin (Vit. B1)| : 0.10 mg
ER007|Riboflavin (Vit. B2)| : 0.02 mg
ER007|Niasin (Niacin)| : 0.0 mg
ER007|Vitamin C (Vit. C)| : 4 mg
DR001|food_name|Lotus root, fresh
DR001|food_group|Vegetables
DR001|food_type|Raw
DR001|base_weight|100 g
DR001|base_weight_edible|Edible weight 100 %
DR001|Air (Water)| : 86.7 g
DR001|Energi (Energy)| : 45 Kal
DR001|Protein (Protein)| : 1.1 g
DR001|Lemak (Fat)| : 0.4 g
DR001|Karbohidrat (CHO)| : 10.8 g
DR001|Serat (Fibre)| : 1.2 g
DR001|Abu (ASH)| : 1.0 g
DR001|Kalsium (Ca)| : 72 mg
DR001|Fosfor (P)| : 125 mg
DR001|Besi (Fe)| : 1.3 mg
DR001|Natrium (Na)| : 96 mg
DR001|Kalium (K)| : 1,147.1 mg
DR001|Tembaga (Cu)| : 0.02 mg
DR001|Seng (Zn)| : 0.2 mg
DR001|Retinol (Vit. A)| : 0 mcg
DR001|Beta-Karoten (Carotenes)| : 83 mcg
DR001|Karoten Total (Re)| : 90 mcg
DR001|Thiamin (Vit. B1)| : 0.02 mg
DR001|Riboflavin (Vit. B2)| : 0.03 mg
DR001|Niasin (Niacin)| : 1.9 mg
DR001|Vitamin C (Vit. C)| : 2 mg
AP020|food_name|Macaroni, raw
AP020|food_group|Cereals
AP020|food_type|Processed/Products
AP020|base_weight|100 g
AP020|base_weight_edible|Edible weight 100 %
AP020|Air (Water)| : 11.7 g
AP020|Energi (Energy)| : 353 Kal
AP020|Protein (Protein)| : 8.7 g
AP020|Lemak (Fat)| : 0.4 g
AP020|Karbohidrat (CHO)| : 78.7 g
AP020|Serat (Fibre)| : 4.9 g
AP020|Abu (ASH)| : 2.5 g
AP020|Kalsium (Ca)| : 20 mg
AP020|Fosfor (P)| : 80 mg
AP020|Besi (Fe)| : 0.3 mg
AP020|Natrium (Na)| : 5 mg
AP020|Kalium (K)| : 0.0 mg
AP020|Tembaga (Cu)| : 0.28 mg
AP020|Seng (Zn)| : 1.4 mg
AP020|Karoten Total (Re)| : 0 mcg
AP020|Thiamin (Vit. B1)| : 0.10 mg
AP020|Riboflavin (Vit. B2)| : 0.13 mg
AP020|Niasin (Niacin)| : 2.2 mg
AP020|Vitamin C (Vit. C)| : 0 mg
GR052|food_name|Mackerel scad, fresh
GR052|food_group|Fish and Other Seafood
GR052|food_type|Raw
GR052|base_weight|100 g
GR052|base_weight_edible|Edible weight -
GR052|Air (Water)| : 75.0 g
GR052|Energi (Energy)| : 120 Kal
GR052|Protein (Protein)| : 14.3 g
GR052|Lemak (Fat)| : 4.9 g
GR052|Karbohidrat (CHO)| : 4.6 g
GR052|Serat (Fibre)| : 0.0 g
GR052|Abu (ASH)| : 1.2 g
GR052|Kalsium (Ca)| : 329 mg
GR052|Fosfor (P)| : 436 mg
GR052|Besi (Fe)| : 1.5 mg
GR052|Natrium (Na)| : 240 mg
GR052|Kalium (K)| : 169.0 mg
GR052|Tembaga (Cu)| : 0.80 mg
GR052|Seng (Zn)| : 1.1 mg
GR052|Beta-Karoten (Carotenes)| : 0 mcg
GR052|Thiamin (Vit. B1)| : 0.00 mg
GR052|Riboflavin (Vit. B2)| : 0.05 mg
GR052|Niasin (Niacin)| : 3.1 mg
GR080|food_name|Mackerel tuna, fresh
GR080|food_group|Fish and Other Seafood
GR080|food_type|Raw
GR080|base_weight|100 g
GR080|base_weight_edible|Edible weight 100 %
GR080|Air (Water)| : 79.0 g
GR080|Energi (Energy)| : 81 Kal
GR080|Protein (Protein)| : 16.2 g
GR080|Lemak (Fat)| : 1.2 g
GR080|Karbohidrat (CHO)| : 0.7 g
GR080|Serat (Fibre)| : 0.0 g
GR080|Abu (ASH)| : 2.9 g
GR080|Kalsium (Ca)| : 757 mg
GR080|Fosfor (P)| : 292 mg
GR080|Besi (Fe)| : 2.2 mg
GR080|Natrium (Na)| : 169 mg
GR080|Kalium (K)| : 202.9 mg
GR080|Tembaga (Cu)| : 0.70 mg
GR080|Seng (Zn)| : 1.2 mg
GR080|Retinol (Vit. A)| : 18 mcg
GR080|Beta-Karoten (Carotenes)| : 0 mcg
GR080|Thiamin (Vit. B1)| : 0.04 mg
GR080|Riboflavin (Vit. B2)| : 0.10 mg
GR080|Niasin (Niacin)| : 2.4 mg
GR080|Vitamin C (Vit. C)| : 0 mg
GR035|food_name|Mackerel tuna, fresh
GR035|food_group|Fish and Other Seafood
GR035|food_type|Raw
GR035|base_weight|100 g
GR035|base_weight_edible|Edible weight -
GR035|Air (Water)| : 76.1 g
GR035|Energi (Energy)| : 110 Kal
GR035|Protein (Protein)| : 12.6 g
GR035|Lemak (Fat)| : 4.2 g
GR035|Karbohidrat (CHO)| : 5.4 g
GR035|Abu (ASH)| : 1.7 g
GR035|Kalsium (Ca)| : 80 mg
GR035|Fosfor (P)| : 300 mg
GR035|Besi (Fe)| : 1.5 mg
GR035|Natrium (Na)| : 340 mg
GR035|Kalium (K)| : 300.0 mg
GR035|Tembaga (Cu)| : 0.20 mg
GR035|Seng (Zn)| : 1.4 mg
GR035|Retinol (Vit. A)| : 146 mcg
GR035|Niasin (Niacin)| : 0.2 mg
DR111|food_name|Madura cucumber, fresh
DR111|food_group|Vegetables
DR111|food_type|Raw
DR111|base_weight|100 g
DR111|base_weight_edible|Edible weight 89 %
DR111|Air (Water)| : 97.1 g
DR111|Energi (Energy)| : 9 Kal
DR111|Protein (Protein)| : 0.5 g
DR111|Lemak (Fat)| : 0.1 g
DR111|Karbohidrat (CHO)| : 1.9 g
DR111|Serat (Fibre)| : 0.7 g
DR111|Abu (ASH)| : 0.4 g
DR111|Kalsium (Ca)| : 15 mg
DR111|Fosfor (P)| : 102 mg
DR111|Besi (Fe)| : 0.6 mg
DR111|Natrium (Na)| : 2 mg
DR111|Kalium (K)| : 78.9 mg
DR111|Tembaga (Cu)| : 0.02 mg
DR111|Seng (Zn)| : 0.1 mg
DR111|Retinol (Vit. A)| : 0 mcg
DR111|Beta-Karoten (Carotenes)| : 25 mcg
DR111|Karoten Total (Re)| : 0 mcg
DR111|Thiamin (Vit. B1)| : 0.02 mg
DR111|Riboflavin (Vit. B2)| : 0.02 mg
DR111|Niasin (Niacin)| : 0.1 mg
DR111|Vitamin C (Vit. C)| : 5 mg
DR085|food_name|Maize, unripe, fresh
DR085|food_group|Vegetables
DR085|food_type|Raw
DR085|base_weight|100 g
DR085|base_weight_edible|Edible weight 100 %
DR085|Air (Water)| : 89.5 g
DR085|Energi (Energy)| : 35 Kal
DR085|Protein (Protein)| : 2.2 g
DR085|Lemak (Fat)| : 0.1 g
DR085|Karbohidrat (CHO)| : 7.4 g
DR085|Serat (Fibre)| : 1.9 g
DR085|Abu (ASH)| : 0.8 g
DR085|Kalsium (Ca)| : 7 mg
DR085|Fosfor (P)| : 100 mg
DR085|Besi (Fe)| : 0.5 mg
DR085|Natrium (Na)| : 353 mg
DR085|Kalium (K)| : 230.2 mg
DR085|Tembaga (Cu)| : 0.10 mg
DR085|Seng (Zn)| : 0.8 mg
DR085|Retinol (Vit. A)| : 0 mcg
DR085|Beta-Karoten (Carotenes)| : 23 mcg
DR085|Karoten Total (Re)| : 200 mcg
DR085|Thiamin (Vit. B1)| : 0.08 mg
DR085|Riboflavin (Vit. B2)| : 0.16 mg
DR085|Niasin (Niacin)| : 0.9 mg
DR085|Vitamin C (Vit. C)| : 8 mg
ER003|food_name|Malang apple, fresh
ER003|food_group|Fruits
ER003|food_type|Raw
ER003|base_weight|100 g
ER003|base_weight_edible|Edible weight 88 %
ER003|Air (Water)| : 85.9 g
ER003|Energi (Energy)| : 57 Kal
ER003|Protein (Protein)| : 0.5 g
ER003|Lemak (Fat)| : 0.4 g
ER003|Karbohidrat (CHO)| : 12.8 g
ER003|Serat (Fibre)| : 0.8 g
ER003|Abu (ASH)| : 0.3 g
ER003|Kalsium (Ca)| : 9 mg
ER003|Fosfor (P)| : 18 mg
ER003|Besi (Fe)| : 0.6 mg
ER003|Natrium (Na)| : 4 mg
ER003|Kalium (K)| : 175.4 mg
ER003|Tembaga (Cu)| : 110.16 mg
ER003|Seng (Zn)| : 0.0 mg
ER003|Beta-Karoten (Carotenes)| : 26 mcg
ER003|Karoten Total (Re)| : 2,240 mcg
ER003|Thiamin (Vit. B1)| : 0.05 mg
ER003|Riboflavin (Vit. B2)| : 0.03 mg
ER003|Niasin (Niacin)| : 0.1 mg
ER003|Vitamin C (Vit. C)| : 5 mg
ER033|food_name|Malay apple, fresh
ER033|food_group|Fruits
ER033|food_type|Raw
ER033|base_weight|100 g
ER033|base_weight_edible|Edible weight 67 %
ER033|Air (Water)| : 87.1 g
ER033|Energi (Energy)| : 49 Kal
ER033|Protein (Protein)| : 2.3 g
ER033|Lemak (Fat)| : 0.2 g
ER033|Karbohidrat (CHO)| : 9.6 g
ER033|Serat (Fibre)| : 3.5 g
